atr_len_l,atr_len_s,atr_mult_l,atr_mult_s,roc_len_l,roc_len_s,roc_thresh_l,roc_thresh_s,sl_pct_l,sl_pct_s,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2,2026Q3,2022,2023,2024,2025,2022M1,2022M2,2022M3,2022M4,2022M5,2022M6,2022M7,2022M8,2022M9,2022M10,2022M11,2022M12,2023M1,2023M2,2023M3,2023M4,2023M5,2023M6,2023M7,2023M8,2023M9,2023M10,2023M11,2023M12,2024M1,2024M2,2024M3,2024M4,2024M5,2024M6,2024M7,2024M8,2024M9,2024M10,2024M11,2024M12,2025M1,2025M2,2025M3,2025M4,2025M5,2025M6,2025M7,2025M8,2025M9,2025M10,2025M11,2025M12,2026M1,2026M2,2026M3,2026M4,2026M5,2026M6,2026M7,2026M8,2026M9,2026M10,2026M11,Total,Total_DD
3,2,0.5,0.5,10,60,5.0,5.0,3.0,3.0,10.394999999999982,-58.23300000000006,0.0,0.0,182.49799999999993,0.0,0.0,0.0,0.0,0.0,-65.1640000000001,121.10000000000002,90.2120000000001,-53.73300000000029,-94.44900000000018,-25.562999999999988,-108.21200000000022,0.0,0.0,-47.83800000000008,182.49799999999993,55.93599999999992,-83.53300000000036,0.0,39.89999999999998,-29.504999999999995,0.0,-58.23300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.49799999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.491999999999962,-54.67200000000014,121.10000000000002,0.0,0.0,0.0,110.70000000000005,-20.487999999999943,-43.69900000000007,71.57799999999997,-81.6120000000002,-69.84600000000012,-24.603000000000065,0.0,-25.562999999999988,0.0,0.0,-26.295000000000073,-81.91700000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1490000000007967,-41.39999999999998
2,2,0.5,0.5,10,60,4.0,5.0,4.0,3.0,-47.45600000000013,-58.23300000000006,0.0,0.0,94.59799999999996,0.0,0.0,42.947000000000116,0.0,-15.999999999999886,-65.1640000000001,68.0,23.94799999999998,-38.76800000000026,-94.44900000000018,9.523000000000025,-94.1120000000002,0.0,0.0,-105.68900000000019,137.54500000000007,-13.163999999999987,-70.06600000000037,0.0,-28.55600000000004,-18.90000000000009,0.0,-58.23300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.59799999999996,0.0,0.0,0.0,0.0,0.0,0.0,4.5470000000000255,-25.65300000000002,38.40000000000009,0.0,0.0,0.0,-34.799999999999955,0.0,18.800000000000068,0.0,-10.491999999999962,-54.67200000000014,68.0,0.0,0.0,-35.58400000000006,109.70000000000005,-50.168000000000006,-41.603000000000065,35.37799999999993,-32.54300000000012,-69.84600000000012,-24.603000000000065,0.0,35.10000000000002,-25.576999999999998,0.0,-26.295000000000073,-67.81700000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-145.48600000000067,-42.39999999999998
3,2,0.5,0.5,10,60,5.0,4.0,4.0,4.0,152.10000000000002,0.0,0.0,0.0,140.06399999999996,0.0,0.0,0.0,0.0,0.0,-32.644000000000005,121.10000000000002,183.4000000000001,-54.88800000000015,-126.78399999999999,-34.78399999999999,-71.93200000000002,0.0,0.0,152.10000000000002,140.06399999999996,88.45600000000002,-33.05600000000004,0.0,39.89999999999998,112.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.06399999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2240000000000464,-35.86800000000005,121.10000000000002,0.0,0.0,0.0,110.70000000000005,72.70000000000005,-86.66399999999999,79.39999999999998,-47.62400000000014,-93.28800000000001,-32.21600000000001,-33.49599999999998,-34.78399999999999,0.0,0.0,0.0,-71.93200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.63199999999995,-58.0
2,3,1.0,0.5,10,60,4.0,5.0,4.0,4.0,-44.55600000000004,27.932000000000016,0.0,0.0,86.66399999999999,0.0,0.0,37.69999999999993,0.0,0.0,-33.696000000000026,68.0,40.135999999999854,-51.680000000000405,-126.78399999999999,-0.23600000000010368,-98.13200000000006,0.0,0.0,-16.624000000000024,124.36399999999992,34.303999999999974,-108.88400000000058,0.0,-25.65599999999995,-18.90000000000009,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.66399999999999,0.0,0.0,0.0,0.0,0.0,0.0,-35.500000000000114,0.0,73.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1720000000000255,-35.86800000000005,68.0,0.0,0.0,-35.58400000000006,105.39999999999998,-29.680000000000064,-25.444000000000074,79.39999999999998,-105.63600000000031,-93.28800000000001,-32.21600000000001,-33.49599999999998,34.30000000000007,-34.53600000000017,0.0,-63.0,-35.13200000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.97200000000078,-67.60000000000002
3,3,0.5,1.0,10,60,4.0,5.0,3.0,4.0,-39.572,27.932000000000016,0.0,0.0,41.38799999999992,0.0,0.0,48.000000000000114,0.0,-16.90000000000009,-28.99599999999998,68.0,38.152000000000044,-18.369000000000142,-159.20800000000008,12.963999999999942,-3.296000000000163,0.0,0.0,-11.639999999999986,89.38800000000003,22.103999999999928,-76.18900000000019,0.0,-10.067000000000007,-29.504999999999995,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.38799999999992,0.0,0.0,0.0,0.0,0.0,0.0,48.000000000000114,17.800000000000068,0.0,0.0,0.0,0.0,-27.300000000000068,0.0,10.399999999999977,0.0,6.872000000000071,-35.86800000000005,68.0,0.0,0.0,-26.687999999999988,88.0,-23.159999999999968,2.576000000000022,38.5,-59.445000000000164,-121.20800000000008,-32.124000000000024,-38.0,46.700000000000045,-33.736000000000104,0.0,-34.728000000000065,31.431999999999903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.36699999999962,-47.09999999999991
3,2,0.5,1.0,10,60,4.0,4.0,4.0,3.0,90.54399999999998,0.0,0.0,0.0,43.0,0.0,0.0,24.087999999999965,0.0,-6.300000000000068,-68.67000000000007,68.0,78.73200000000008,33.42299999999989,-115.4580000000002,21.123000000000047,-59.42500000000007,0.0,0.0,90.54399999999998,67.08799999999997,-6.970000000000141,68.5089999999999,0.0,-27.255999999999972,117.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,12.88799999999992,0.0,11.200000000000045,0.0,0.0,0.0,-32.200000000000045,0.0,25.899999999999977,0.0,-14.076000000000022,-54.59400000000005,68.0,0.0,0.0,28.600000000000023,97.30000000000007,-47.168000000000006,3.8299999999999272,27.300000000000068,2.2929999999998927,-90.85500000000013,-24.603000000000065,0.0,46.700000000000045,-25.576999999999998,0.0,-26.04600000000005,-33.37900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.74599999999964,-55.60000000000002
3,3,0.5,1.0,10,60,4.0,5.0,3.0,3.0,-47.87199999999996,-58.23300000000006,0.0,0.0,72.49999999999989,0.0,0.0,42.947000000000116,0.0,-16.90000000000009,-65.08600000000001,68.0,18.564000000000078,-30.63000000000011,-115.4580000000002,21.123000000000047,-59.42500000000007,0.0,0.0,-106.10500000000002,115.447,-13.986000000000104,-63.132000000000176,0.0,-18.366999999999962,-29.504999999999995,0.0,-58.23300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.49999999999989,0.0,0.0,0.0,0.0,0.0,0.0,4.5470000000000255,-25.65300000000002,38.40000000000009,0.0,0.0,0.0,-27.300000000000068,0.0,10.399999999999977,0.0,-10.491999999999962,-54.59400000000005,68.0,0.0,0.0,-26.687999999999988,88.0,-42.747999999999934,-12.354000000000042,27.300000000000068,-45.576000000000136,-90.85500000000013,-24.603000000000065,0.0,46.700000000000045,-25.576999999999998,0.0,-26.04600000000005,-33.37900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.20100000000036,-55.60000000000002
2,2,0.5,1.0,10,60,4.0,5.0,3.0,4.0,-49.27200000000005,27.932000000000016,0.0,0.0,37.18799999999999,0.0,0.0,51.40000000000009,0.0,-16.90000000000009,-28.99599999999998,68.0,46.45200000000011,-16.925000000000182,-159.29200000000014,12.963999999999942,-3.296000000000163,0.0,0.0,-21.340000000000032,88.58800000000008,22.103999999999928,-66.52900000000022,0.0,-19.767000000000053,-29.504999999999995,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.18799999999999,0.0,0.0,0.0,0.0,0.0,0.0,51.40000000000009,17.800000000000068,0.0,0.0,0.0,0.0,-27.300000000000068,0.0,10.399999999999977,0.0,6.872000000000071,-35.86800000000005,68.0,0.0,0.0,-26.687999999999988,96.30000000000007,-23.159999999999968,4.019999999999982,38.5,-59.445000000000164,-89.08400000000006,-32.208000000000084,-38.0,46.700000000000045,-33.736000000000104,0.0,-34.728000000000065,31.431999999999903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.52699999999959,-47.09999999999991
3,2,0.5,0.5,10,60,5.0,4.0,3.0,4.0,152.10000000000002,0.0,0.0,0.0,140.06399999999996,0.0,0.0,0.0,0.0,0.0,-32.644000000000005,121.10000000000002,183.4000000000001,-54.88800000000015,-126.78399999999999,-34.78399999999999,-71.93200000000002,0.0,0.0,152.10000000000002,140.06399999999996,88.45600000000002,-33.05600000000004,0.0,39.89999999999998,112.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.06399999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2240000000000464,-35.86800000000005,121.10000000000002,0.0,0.0,0.0,110.70000000000005,72.70000000000005,-86.66399999999999,79.39999999999998,-47.62400000000014,-93.28800000000001,-32.21600000000001,-33.49599999999998,-34.78399999999999,0.0,0.0,0.0,-71.93200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.63199999999995,-58.0
3,2,1.0,1.0,10,60,4.0,4.0,3.0,4.0,100.63299999999992,0.0,0.0,0.0,37.18799999999999,0.0,0.0,78.39999999999998,0.0,0.0,-37.34400000000005,113.5,78.84000000000003,-1.5560000000001537,-159.29200000000014,9.463999999999942,-31.796000000000163,0.0,0.0,100.63299999999992,115.58799999999997,76.15599999999995,-22.272000000000276,0.0,-17.16700000000003,117.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.18799999999999,0.0,0.0,0.0,0.0,0.0,0.0,78.39999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.475999999999999,-35.86800000000005,113.5,0.0,0.0,0.0,103.60000000000002,-24.75999999999999,-19.08000000000004,74.70000000000005,-57.17600000000016,-89.08400000000006,-32.208000000000084,-38.0,44.90000000000009,-35.43600000000015,0.0,-34.728000000000065,2.9319999999999027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.3089999999994,-47.09999999999991
2,3,0.5,0.5,10,60,5.0,5.0,4.0,4.0,13.199999999999932,27.932000000000016,0.0,0.0,140.06399999999996,0.0,0.0,0.0,0.0,0.0,-28.99599999999998,120.0,182.4000000000001,15.211999999999875,-126.78399999999999,-34.08400000000006,-90.43200000000002,0.0,0.0,41.13199999999995,140.06399999999996,91.00400000000002,36.743999999999915,0.0,39.89999999999998,-26.700000000000045,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.06399999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872000000000071,-35.86800000000005,120.0,0.0,0.0,0.0,109.70000000000005,72.70000000000005,27.336000000000013,79.39999999999998,-91.52400000000011,-93.28800000000001,-32.21600000000001,-33.49599999999998,-34.08400000000006,0.0,0.0,-55.299999999999955,-35.13200000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.51199999999983,-59.89999999999998
3,2,1.0,0.5,10,60,5.0,5.0,4.0,4.0,96.5,0.0,0.0,0.0,93.96399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.60000000000002,-56.12400000000025,-126.78399999999999,-34.08400000000006,-89.83200000000011,0.0,0.0,96.5,93.96399999999994,0.0,-67.39200000000028,0.0,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.60000000000002,0.0,0.0,0.0,-56.12400000000025,-93.28800000000001,-32.21600000000001,-33.49599999999998,-34.08400000000006,0.0,0.0,-54.700000000000045,-35.13200000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.239999999999554,-59.30000000000007
3,2,1.0,1.0,10,60,5.0,5.0,3.0,3.0,94.89999999999998,0.0,0.0,0.0,84.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.10000000000002,-46.007000000000176,-115.4580000000002,-25.911000000000058,-43.527000000000044,0.0,0.0,94.89999999999998,84.79999999999995,0.0,-21.267000000000394,0.0,94.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.10000000000002,0.0,0.0,0.0,-46.007000000000176,-90.85500000000013,-24.603000000000065,0.0,-25.911000000000058,0.0,0.0,-26.44799999999998,-17.079000000000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.9059999999995,-32.90000000000009
2,2,1.0,0.5,10,60,5.0,5.0,3.0,3.0,96.5,0.0,0.0,0.0,103.29799999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.60000000000002,-42.24300000000028,-94.44900000000018,-25.562999999999988,-108.21200000000022,0.0,0.0,96.5,103.29799999999989,0.0,-12.655000000000427,0.0,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.29799999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.60000000000002,0.0,0.0,0.0,-42.24300000000028,-69.84600000000012,-24.603000000000065,0.0,-25.562999999999988,0.0,0.0,-26.295000000000073,-81.91700000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.93099999999924,-41.39999999999998
3,3,0.5,1.0,10,60,5.0,5.0,4.0,4.0,10.399999999999977,27.932000000000016,0.0,0.0,129.2879999999999,0.0,0.0,0.0,0.0,0.0,-28.99599999999998,121.10000000000002,160.70000000000005,4.259999999999991,-159.20800000000008,-34.548,-48.0680000000001,0.0,0.0,38.331999999999994,129.2879999999999,92.10400000000004,-0.7839999999999918,0.0,37.10000000000002,-26.700000000000045,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.2879999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872000000000071,-35.86800000000005,121.10000000000002,0.0,0.0,0.0,88.0,72.70000000000005,24.836000000000013,74.70000000000005,-95.27600000000007,-121.20800000000008,-32.124000000000024,-38.0,-34.548,0.0,0.0,0.0,-48.0680000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.87199999999984,-55.60000000000002
2,2,0.5,1.0,10,60,4.0,5.0,4.0,4.0,-48.756000000000085,27.932000000000016,0.0,0.0,37.18799999999999,0.0,0.0,51.40000000000009,0.0,-18.500000000000114,-28.99599999999998,68.0,30.135999999999967,-20.376000000000204,-159.29200000000014,12.963999999999942,-3.296000000000163,0.0,0.0,-20.82400000000007,88.58800000000008,20.503999999999905,-78.87600000000032,0.0,-29.855999999999995,-18.90000000000009,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.18799999999999,0.0,0.0,0.0,0.0,0.0,0.0,51.40000000000009,17.800000000000068,0.0,0.0,0.0,0.0,-28.90000000000009,0.0,10.399999999999977,0.0,6.872000000000071,-35.86800000000005,68.0,0.0,0.0,-35.58400000000006,96.30000000000007,-30.58000000000004,-3.400000000000091,38.5,-55.47600000000011,-89.08400000000006,-32.208000000000084,-38.0,46.700000000000045,-33.736000000000104,0.0,-34.728000000000065,31.431999999999903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.095999999999435,-47.09999999999991
3,2,0.5,0.5,10,60,4.0,5.0,3.0,4.0,-38.072,27.932000000000016,0.0,0.0,52.16399999999999,0.0,0.0,48.000000000000114,0.0,4.899999999999977,-28.99599999999998,68.0,60.85200000000009,-116.11700000000019,-126.78399999999999,1.363999999999919,-84.03200000000004,0.0,0.0,-10.139999999999986,100.1640000000001,43.903999999999996,-158.42500000000018,0.0,-8.567000000000007,-29.504999999999995,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.16399999999999,0.0,0.0,0.0,0.0,0.0,0.0,48.000000000000114,17.800000000000068,0.0,0.0,0.0,0.0,4.899999999999977,0.0,0.0,0.0,6.872000000000071,-35.86800000000005,68.0,0.0,0.0,-26.687999999999988,110.70000000000005,-23.159999999999968,-108.92399999999998,43.19999999999993,-50.39300000000014,-93.28800000000001,-32.21600000000001,-33.49599999999998,35.10000000000002,-33.736000000000104,0.0,-56.799999999999955,-27.232000000000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.52900000000011,-67.60000000000002
2,2,1.0,0.5,10,60,4.0,4.0,4.0,3.0,94.34400000000005,0.0,0.0,0.0,95.99799999999993,0.0,0.0,-42.37700000000018,-25.071000000000026,-2.5,-73.50800000000027,68.0,98.91999999999985,-7.668000000000347,-94.44900000000018,25.423000000000002,-108.21200000000022,0.0,0.0,94.34400000000005,53.62099999999975,-33.07900000000029,51.90599999999938,0.0,-25.65599999999995,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.99799999999993,0.0,0.0,0.0,0.0,0.0,0.0,-16.712000000000103,0.0,-25.665000000000077,-25.071000000000026,0.0,0.0,-26.399999999999977,0.0,23.899999999999977,0.0,-18.836000000000126,-54.67200000000014,68.0,0.0,0.0,23.199999999999932,105.39999999999998,-29.680000000000064,-39.70300000000009,71.57799999999997,-39.543000000000234,-69.84600000000012,-24.603000000000065,0.0,51.80000000000007,-26.377000000000066,0.0,-26.295000000000073,-81.91700000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.57999999999868,-42.39999999999998
3,3,1.0,1.0,10,60,5.0,5.0,3.0,4.0,93.70000000000005,0.0,0.0,0.0,83.18799999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.79999999999995,-59.876000000000204,-159.20800000000008,-34.548,-48.0680000000001,0.0,0.0,93.70000000000005,83.18799999999987,0.0,-89.82000000000028,0.0,93.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.18799999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.79999999999995,0.0,0.0,0.0,-59.876000000000204,-121.20800000000008,-32.124000000000024,-38.0,-34.548,0.0,0.0,0.0,-48.0680000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.999999999999545,-55.60000000000002
3,3,1.0,1.0,10,60,5.0,4.0,3.0,3.0,93.70000000000005,0.0,0.0,0.0,88.99999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.79999999999995,-46.007000000000176,-115.4580000000002,-25.911000000000058,-43.527000000000044,0.0,0.0,93.70000000000005,88.99999999999989,0.0,-30.567000000000462,0.0,93.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.99999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.79999999999995,0.0,0.0,0.0,-46.007000000000176,-90.85500000000013,-24.603000000000065,0.0,-25.911000000000058,0.0,0.0,-26.44799999999998,-17.079000000000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.60599999999943,-32.90000000000009
3,3,0.5,0.5,10,60,4.0,4.0,4.0,4.0,79.644,0.0,0.0,0.0,52.16399999999999,0.0,0.0,8.899999999999977,0.0,27.799999999999955,-32.644000000000005,68.0,110.91999999999996,38.331999999999766,-126.78399999999999,18.86399999999992,-84.03200000000004,0.0,0.0,79.644,61.063999999999965,63.15599999999995,71.01199999999972,0.0,-40.355999999999995,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.16399999999999,0.0,0.0,0.0,0.0,0.0,0.0,-9.300000000000068,0.0,18.200000000000045,0.0,0.0,0.0,27.799999999999955,0.0,0.0,0.0,3.2240000000000464,-35.86800000000005,68.0,0.0,0.0,30.799999999999955,110.70000000000005,-30.58000000000004,-2.344000000000051,43.19999999999993,-2.5240000000001146,-93.28800000000001,-32.21600000000001,-33.49599999999998,52.60000000000002,-33.736000000000104,0.0,-56.799999999999955,-27.232000000000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.8439999999996,-67.60000000000002
3,3,1.0,0.5,10,60,4.0,5.0,4.0,4.0,-44.55600000000004,27.932000000000016,0.0,0.0,52.16399999999999,0.0,0.0,75.0,0.0,0.0,-33.696000000000026,113.5,75.91999999999996,-51.680000000000405,-126.78399999999999,-2.136000000000081,-98.13200000000006,0.0,0.0,-16.624000000000024,127.16399999999999,79.80399999999997,-75.00000000000045,0.0,-25.65599999999995,-18.90000000000009,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.16399999999999,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1720000000000255,-35.86800000000005,113.5,0.0,0.0,0.0,108.10000000000002,-32.180000000000064,-25.444000000000074,79.39999999999998,-105.63600000000031,-93.28800000000001,-32.21600000000001,-33.49599999999998,33.30000000000007,-35.43600000000015,0.0,-63.0,-35.13200000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.21199999999942,-67.60000000000002
2,3,0.5,0.5,10,60,4.0,5.0,4.0,4.0,-48.756000000000085,27.932000000000016,0.0,0.0,52.16399999999999,0.0,0.0,29.100000000000023,0.0,25.200000000000045,-28.99599999999998,68.0,43.535999999999945,-5.568000000000211,-126.78399999999999,1.363999999999919,-84.03200000000004,0.0,0.0,-20.82400000000007,81.26400000000001,64.20400000000006,-57.772000000000276,0.0,-29.855999999999995,-18.90000000000009,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.16399999999999,0.0,0.0,0.0,0.0,0.0,0.0,-9.300000000000068,0.0,38.40000000000009,0.0,0.0,0.0,25.200000000000045,0.0,0.0,0.0,6.872000000000071,-35.86800000000005,68.0,0.0,0.0,-35.58400000000006,109.70000000000005,-30.58000000000004,-2.344000000000051,43.19999999999993,-46.42400000000009,-93.28800000000001,-32.21600000000001,-33.49599999999998,35.10000000000002,-33.736000000000104,0.0,-56.799999999999955,-27.232000000000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.16000000000031,-67.60000000000002
2,3,0.5,1.0,10,60,4.0,4.0,3.0,4.0,86.83300000000008,0.0,0.0,0.0,41.38799999999992,0.0,0.0,58.39999999999998,0.0,6.2999999999999545,-32.644000000000005,68.0,91.34000000000003,25.399999999999864,-159.20800000000008,12.963999999999942,-3.296000000000163,0.0,0.0,86.83300000000008,99.7879999999999,41.65599999999995,20.7679999999998,0.0,-23.166999999999916,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.38799999999992,0.0,0.0,0.0,0.0,0.0,0.0,58.39999999999998,0.0,0.0,0.0,0.0,0.0,6.2999999999999545,0.0,0.0,0.0,3.2240000000000464,-35.86800000000005,68.0,0.0,0.0,27.5,87.0,-23.159999999999968,2.576000000000022,38.5,-15.676000000000158,-121.20800000000008,-32.124000000000024,-38.0,46.700000000000045,-33.736000000000104,0.0,-34.728000000000065,31.431999999999903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.74899999999957,-47.09999999999991
3,3,1.0,1.0,10,60,5.0,5.0,3.0,3.0,93.70000000000005,0.0,0.0,0.0,88.99999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.79999999999995,-46.007000000000176,-115.4580000000002,-25.911000000000058,-43.527000000000044,0.0,0.0,93.70000000000005,88.99999999999989,0.0,-30.567000000000462,0.0,93.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.99999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.79999999999995,0.0,0.0,0.0,-46.007000000000176,-90.85500000000013,-24.603000000000065,0.0,-25.911000000000058,0.0,0.0,-26.44799999999998,-17.079000000000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.60599999999943,-32.90000000000009
